codigo,articulo,uxb,precio caja,precio unitario,cantidad_normalizada,unidad_estandar,precio_estandar
1366,BIALCOHOL JABON ANTIBACTERIAL BIDON 5LTS,4,113381.449,28345.362,,,
1369,CASALTA SALSA CHIMICHURRI 300GR,12,35108.551,2925.713,0.3,KG,9752.376666666667
1371,FAVINCO VINAGRE ALCOHOL BIDON 5LTS,4,25918.722,6479.68,,,
1380,ACONCAGUA 750ML,6,81469.8,13578.3,0.75,LT,18104.399999999998
1389,GOLDEN AGE PARFAIT AMOUR 750ML,6,149002.815,24833.802,0.75,LT,33111.736
1394,MILLER RUBIA PORRON 330ML,24,51679.843,2153.327,0.33,LT,6525.233333333334
1425,SERNOVA SWEET APPLE/PEAR 700ML,6,51991.839,8665.307,0.7,LT,12379.010000000002
1444,LILLET ROSE 750ML,6,104843.545,17473.924,0.75,LT,23298.565333333332
1458,MACALLAN RARE CASK 700ML,3,2989027.16,996342.387,0.7,LT,1423346.2671428572
1469,ARYTZA MOSTAZA S/SAL 360GR,12,48332.701,4027.725,0.36,KG,11188.125
1472,SINGLETON 15YO 700ML,6,802918.398,133819.733,0.7,LT,191171.04714285716
1473,SINGLETON 18YO 700ML,6,1204106.981,200684.497,0.7,LT,286692.1385714286
1474,SINGLETON 12YO 700ML,6,478084.016,79680.669,0.7,LT,113829.52714285714
1477,ARYTZA MOSTAZA A LA ANTIGUA 360GR,12,54061.02,4505.085,0.36,KG,12514.125
1478,ARYTZA MOSTAZA A LA MIEL 360GR,12,52449.931,4370.828,0.36,KG,12141.18888888889
1479,ARYTZA MOSTAZA ALEMANA 360GR,12,48332.701,4027.725,0.36,KG,11188.125
1480,ARYTZA MOSTAZA DIJON 360GR,12,56030.129,4669.177,0.36,KG,12969.93611111111
1484,ARYTZA SALSA CRIOLLA 360GR,12,70529.94,5877.495,0.36,KG,16326.375
1490,ARYTZA CHIMICHURRI ETIQUETA NEGRA 360GR,12,67665.781,5638.815,0.36,KG,15663.375
1493,BEEFEATER BLOOD ORANGE 700ML,6,161201.725,26866.954,0.7,LT,38381.36285714286
1494,BOMBAY BRAMBLE 700ML,6,269941.46,44990.243,0.7,LT,64271.77571428572
1495,PRINCIPE DE LOS APOSTOLES BAG IN BOX 10LTS,1,88765.51,88765.51,,,
1498,CHIVAS REGAL 12YO 500ML,12,425275.289,35439.607,0.5,LT,70879.214
1502,JAMESON 700ML,6,194376.965,32396.161,0.7,LT,46280.23
1504,GOLDEN AGE ELDER FLOWER 750ML,6,149002.815,24833.802,0.75,LT,33111.736
1505,ARYTZA CHIMICHURRI PICANTE 360GR,12,67665.781,5638.815,0.36,KG,15663.375
1507,BALLANTINES 7YO 700ML,6,245137.22,40856.203,0.7,LT,58366.00428571429
1510,APPLETON SIGNATURE 750ML,12,453627.618,37802.302,0.75,LT,50403.06933333334
1511,PRINCIPE DE LOS APOSTOLES ED. ESPECIAL 750ML,6,88337.141,14722.857,0.75,LT,19630.476
1514,BROCKMANS 700ML,6,383885.533,63980.922,0.7,LT,91401.31714285715
1515,BELUGA NOBLE 700ML,6,394853.816,65808.969,0.7,LT,94012.81285714285
1516,BELUGA TRANSATLANTIC 700ML,6,473824.547,78970.758,0.7,LT,112815.36857142858
1520,BRITVIC TONICA BT 200ML,24,89187.946,3716.164,0.2,LT,18580.82
1521,BRITVIC TONICA LATA 150ML,24,71734.787,2988.949,0.15,LT,19926.326666666668
1522,CUSQUEÑA DORADA 330ML,24,98594.495,4108.104,0.33,LT,12448.800000000001
1524,PUERTO DE INDIAS FRUTILLA 700ML,6,219098.783,36516.464,0.7,LT,52166.37714285715
1525,PUERTO DE INDIAS CLASICO 700ML,6,172149.089,28691.515,0.7,LT,40987.87857142858
1526,BARSOL QUEBRANTA 750ML,6,330608.536,55101.423,0.75,LT,73468.564
1527,YU RELAX & REFRESH 700ML,6,491655.632,81942.605,0.7,LT,117060.86428571428
1531,PRAVDA 750ML,6,246753.001,41125.5,0.75,LT,54834.0
1534,BALLANTINES 700ML,12,350929.892,29244.158,0.7,LT,41777.368571428575
1535,FEVER TREE INDIAN TONIC 200ML,24,68633.567,2859.732,0.2,LT,14298.66
1538,CASA ROSA ENEBRO C/ESTUCHE Y VASO 500ML,8,112758.194,14094.774,0.5,LT,28189.548
1541,BACARDI ORO 700ML,12,229161.17,19096.764,0.7,LT,27281.091428571428
1543,TWININGS LIMÓN X10 UNI,12,59297.141,4941.428,,,
1544,TWININGS MANZANILLA CANELA MANZANA X10 UNI,12,59297.141,4941.428,,,
1545,TWININGS TE VERDE LIMON X10 UNI,12,48021.656,4001.805,,,
1554,ARYTZA MAYONESA CON AJO (BALDE) 2.9KG,1,34161.076,34161.076,2.9,KG,11779.681379310345
1555,TWININGS INDIAN CHAI X10 UNI,12,59297.141,4941.428,,,
1556,JAMESON CASKMATES IPA 700ML,6,221367.828,36894.638,0.7,LT,52706.625714285714
1564,THE BITTER TRUTH AROMATIC BITTERS 200ML,12,632247.639,52687.303,0.2,LT,263436.51499999996
1566,LA ORDEN DEL LIBERTADOR DOPPELBOCK CASK 700ML,6,261360.0,43560.0,0.7,LT,62228.571428571435
1567,LA ORDEN DEL LIBERTADOR OLD ALE CASK 700ML,6,263416.032,43902.672,0.7,LT,62718.10285714286
1569,AMSTEL LAGER 473ML,24,43537.613,1814.067,0.473,LT,3835.2367864693447
1571,GREY GOOSE LATA 1LTS,6,857949.894,142991.649,,,
1587,BACARDI BLANCO 700ML,12,229161.17,19096.764,0.7,LT,27281.091428571428
1588,FLOR DE CAÑA SPRESSO LICOR DE CAFÉ 750ML,12,619373.14,51614.428,0.75,LT,68819.23733333334
1592,CHIVAS REGAL 18 YO 700ML,6,899487.724,149914.621,0.7,LT,214163.74428571432
1622,ACONCAGUA (ALUMINIO) 500ML,10,69795.001,6979.5,0.5,LT,13959.0
1623,ACONCAGUA GIN TONIC 355ML,12,51775.201,4314.6,0.355,LT,12153.80281690141
1624,TANQUERAY ROYALE 700ML,6,235447.027,39241.171,0.7,LT,56058.81571428572
1628,HENDRICKS NEPTUNIA 750ML,6,297267.409,49544.568,0.75,LT,66059.424
1631,MALFY LIMONE 700ML,6,293292.522,48882.087,0.7,LT,69831.55285714286
1632,MALFY PINK 700ML,6,293292.522,48882.087,0.7,LT,69831.55285714286
1633,MALFY ORIGINAL 700ML,6,293292.522,48882.087,0.7,LT,69831.55285714286
1634,CINZANO SEGUNDO 750ML,6,42126.271,7021.045,0.75,LT,9361.393333333333
1635,BIALCOHOL EXTRA NEUTRO BIDON 5LTS,4,106068.638,26517.159,,,
1638,LIQUORE LIMONCELLO STREGA 700ML,6,179420.481,29903.413,0.7,LT,42719.16142857143
1639,BORGHETTI SAMBUCA ORO 700ML,6,248864.829,41477.471,0.7,LT,59253.53
1640,CANDOLINI BIANCA 1LTS,6,303440.162,50573.36,,,
1641,BIALCOHOL FAJINADOR BIDON 5LTS,4,51307.073,12826.768,,,
1643,ACONCAGUA LIME 750ML,6,93652.2,15608.7,0.75,LT,20811.600000000002
1644,ACONCAGUA CARDAMOMO 750ML,6,93652.2,15608.7,0.75,LT,20811.600000000002
1651,ARYTZA SALSA CAESAR 340GR,12,51912.9,4326.075,0.34,KG,12723.749999999998
1652,ARYTZA KETCHUP AHUMADO 400GR,12,64443.601,5370.3,0.4,KG,13425.75
1653,ARYTZA MOSTAZA AHUMADA 360GR,12,56030.129,4669.177,0.36,KG,12969.93611111111
1655,HENDRICKS JIGGER 700ML,6,332942.892,55490.482,0.7,LT,79272.11714285715
1658,CUSENIER BLUE CURACAO 700ML,6,40778.667,6796.445,0.7,LT,9709.207142857143
1659,CUSENIER MENTA 700ML,6,40778.667,6796.445,0.7,LT,9709.207142857143
1664,CUSENIER LIMONCELLO 700ML,6,40778.364,6796.394,0.7,LT,9709.134285714286
1665,BRITVIC GINGER BEER LATA 150ML,24,71734.787,2988.949,0.15,LT,19926.326666666668
1666,BARSOL ACHOLADO 750ML,6,383120.02,63853.337,0.75,LT,85137.78266666667
1671,ABSOLUT WATERMELON 700ML,6,137159.623,22859.937,0.7,LT,32657.052857142862
1676,CASA BOHER EXTRA BRUT 750ML,6,114136.358,19022.726,0.75,LT,25363.634666666665
1677,ROSELL BOHER BRUT 750ML,6,169363.508,28227.251,0.75,LT,37636.33466666667
1678,ROSELL BOHER ROSE 750ML,6,220909.342,36818.224,0.75,LT,49090.96533333333
1680,CASA BOHER MALBEC 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1681,CASA BOHER MERLOT 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1682,CASA BOHER CABERNET SAUVIGNON 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1683,CASA BOHER CABERNET FRANC 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1685,CRUZAT PREMIER ROSE 750ML,6,152832.006,25472.001,0.75,LT,33962.668
1686,CRUZAT CUVEE EXTRA BRUT 750ML,6,104064.004,17344.001,0.75,LT,23125.334666666666
1687,CRUZAT CUVEE NATURE 750ML,6,115007.693,19167.949,0.75,LT,25557.265333333333
1688,CRUZAT CUVEE ROSE 750ML,6,208128.008,34688.001,0.75,LT,46250.668
1690,FOND DE CAVE MALBEC 750ML,6,41224.09,6870.682,0.75,LT,9160.909333333333
1691,FOND DE CAVE RESERVA MALBEC 750ML,6,49864.273,8310.712,0.75,LT,11080.949333333332
1693,PAZ MALBEC 750ML,6,60537.518,10089.586,0.75,LT,13452.781333333332
1694,FOND DE CAVE CABERNET SAUVIGNON 750ML,6,35116.818,5852.803,0.75,LT,7803.7373333333335
1695,FOND DE CAVE RESERVA CABERNET SAUVIGNON 750ML,6,49864.273,8310.712,0.75,LT,11080.949333333332
1696,FOND DE CAVE RESERVA SYRAH 750ML,6,49864.273,8310.712,0.75,LT,11080.949333333332
1697,FOND DE CAVE RESERVA CHARDONNAY 750ML,6,49864.273,8310.712,0.75,LT,11080.949333333332
1699,DON DAVID MALBEC 750ML,6,42455.611,7075.935,0.75,LT,9434.58
1700,EL ESTECO MALBEC 750ML,6,81387.503,13564.584,0.75,LT,18086.112
1701,GRAN MEDALLA MALBEC 750ML,6,179329.852,29888.309,0.75,LT,39851.07866666667
1702,MEDALLA MALBEC 750ML,6,92383.513,15397.252,0.75,LT,20529.669333333335
1703,FINCAS NOTABLES MALBEC 750ML,6,135067.482,22511.247,0.75,LT,30014.996
1704,FOND DE CAVE GRAN RESERVA MALBEC 750ML,6,94577.735,15762.956,0.75,LT,21017.274666666668
1706,ALMA MORA MALBEC 750ML,6,33735.429,5622.572,0.75,LT,7496.7626666666665
1707,DADA N1 MALBEC 750ML,6,32038.177,5339.696,0.75,LT,7119.594666666667
1708,VINITERRA SELECT MALBEC 750ML,6,82783.516,13797.253,0.75,LT,18396.337333333333
1709,CAFAYATE MALBEC 750ML,6,24477.336,4079.556,0.75,LT,5439.408
1711,CAFAYATE DULCE TARDIO 750ML,6,24477.336,4079.556,0.75,LT,5439.408
1712,CAFAYATE TORRONTES 750ML,6,24477.336,4079.556,0.75,LT,5439.408
1713,MUMM CUVEE EXTRA BRUT 750ML,6,51309.835,8551.639,0.75,LT,11402.185333333333
1714,CAFAYATE CABERNET SAUVIGNON 750ML,6,24477.336,4079.556,0.75,LT,5439.408
1715,CAFAYATE RESERVA MALBEC 750ML,6,39393.919,6565.653,0.75,LT,8754.204
1716,CAFAYATE RESERVA CABERNET SAUVIGNON 750 ML.,6,39393.919,6565.653,0.75,LT,8754.204
1717,DOMAINE EXTRA BRUT 750ML,6,92620.383,15436.73,0.75,LT,20582.306666666667
1718,CAFAYATE RESERVA TORRONTES 750ML,6,39393.919,6565.653,0.75,LT,8754.204
1719,ELEMENTOS MALBEC 750ML,6,29282.765,4880.461,0.75,LT,6507.281333333333
1721,CAFAYATE ROSE 750ML,6,24477.336,4079.556,0.75,LT,5439.408
1723,MARTINI ROSE 750ML,6,156140.865,26023.477,0.75,LT,34697.969333333334
1727,MUMM CUVEE BRUT ROSE 750ML,6,51309.835,8551.639,0.75,LT,11402.185333333333
1729,ARNALDO B BLEND 750 ML.,6,114236.903,19039.484,0.75,LT,25385.978666666666
1730,GH MUMM BRUT CORDON ROUGE 750ML,6,204844.555,34140.759,0.75,LT,45521.011999999995
1733,MUMM CUVEE SWEET SPARKLING 750ML,6,51309.835,8551.639,0.75,LT,11402.185333333333
1734,DOMAINE BRUT NATURE 750ML,6,99332.005,16555.334,0.75,LT,22073.778666666665
1735,DOMAINE ROSE 750ML,6,92620.383,15436.73,0.75,LT,20582.306666666667
1737,ANGELICA ZAPATA MALBEC 750ML,4,109963.636,27490.909,0.75,LT,36654.545333333335
1738,DV CATENA CABERNET MALBEC 750ML,6,77318.181,12886.363,0.75,LT,17181.817333333332
1739,DV CATENA MALBEC MALBEC 750ML,6,109534.09,18255.682,0.75,LT,24340.909333333333
1740,NICASIA RED BLEND MALBEC 750ML,6,46022.728,7670.455,0.75,LT,10227.273333333333
1741,SAINT FELICIEN MALBEC 750ML,6,58540.91,9756.818,0.75,LT,13009.090666666665
1743,ROSELL BOHER ENCARNACION 750ML,6,187773.053,31295.509,0.75,LT,41727.34533333333
1744,ANGELICA ZAPATA CABERNET SAUVIGNON 750ML,4,97445.454,24361.363,0.75,LT,32481.817333333336
1745,CRUZAT PREMIER NATURE 750ML,6,76416.004,12736.001,0.75,LT,16981.334666666666
1746,ANGELICA ZAPATA MERLOT 750ML,4,97445.454,24361.363,0.75,LT,32481.817333333336
1748,NICASIA CABERNET FRANC 750ML,6,46022.728,7670.455,0.75,LT,10227.273333333333
1749,TRUMPETER CHARDONNAY 750ML,6,41917.5,6986.25,0.75,LT,9315.0
1750,TRUMPETER MALBEC 750ML,6,41917.5,6986.25,0.75,LT,9315.0
1751,RUTINI MALBEC 750ML,6,142478.999,23746.5,0.75,LT,31662.0
1752,RUTINI CABERNET MALBEC 750ML,6,74843.703,12473.951,0.75,LT,16631.934666666664
1753,ALAMOS MALBEC 750ML,6,37922.726,6320.454,0.75,LT,8427.271999999999
1755,RUTINI CAB. FRANC MALBEC 750ML,6,74844.001,12474.0,0.75,LT,16632.0
1757,MUMM LEGER 750ML,6,51309.694,8551.616,0.75,LT,11402.154666666667
1758,TRUMPETER CABERNET SAUVIGNON 750ML,6,41917.5,6986.25,0.75,LT,9315.0
1759,TRUMPETER RESERVE MALBEC 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1760,EL ENEMIGO MALBEC 750ML,6,120487.5,20081.25,0.75,LT,26775.0
1762,NICASIA BLANC DE BLANCS VIOGNIER 750ML,6,46022.728,7670.455,0.75,LT,10227.273333333333
1764,CASA BOHER SAUVIGNON BLANC 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1767,SALENTEIN NUMINA MALBEC 750ML,6,74641.5,12440.25,0.75,LT,16587.0
1768,SALENTEIN RESERVE MALBEC 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1769,SALENTEIN RESERVE CHARDONNAY 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1770,SALENTEIN RESERVE SAUV BLANC 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1771,SALENTEIN NUMINA CABERNET FRANC 750ML,6,86034.15,14339.025,0.75,LT,19118.7
1772,SALENTEIN EXTRA BRUT 750ML,6,60106.051,10017.675,0.75,LT,13356.9
1773,SALENTEIN BRUT NATURE 750ML,6,61284.599,10214.1,0.75,LT,13618.800000000001
1774,SALENTEIN BRUT ROSE 750ML,6,61284.599,10214.1,0.75,LT,13618.800000000001
1775,PORTILLO MALBEC 750ML,6,26148.096,4358.016,0.75,LT,5810.687999999999
1776,ANGELICA ZAPATA CABERNET FRANC 750ML,4,97445.454,24361.363,0.75,LT,32481.817333333336
1777,ALAMOS MACERACION ATENUADA 750ML,6,37922.726,6320.454,0.75,LT,8427.271999999999
1778,EL ENEMIGO CABERNET FRANC 750ML,6,120487.5,20081.25,0.75,LT,26775.0
1781,RUTINI CABERNET MALBEC 375ML,12,97847.999,8154.0,0.375,LT,21744.0
1783,TRUMPETER EXTRA BRUT 750ML,6,51880.501,8646.75,0.75,LT,11529.0
1784,TRUMPETER ROSE EXTRA BRUT 750ML,6,54027.0,9004.5,0.75,LT,12006.0
1787,ALAMOS CHARDONNAY 750ML,6,37922.726,6320.454,0.75,LT,8427.271999999999
1788,KILLKA MALBEC 750ML,6,35631.494,5938.582,0.75,LT,7918.109333333334
1790,SALENTEIN NUMINA GRAN CORTE 750ML,6,96248.251,16041.375,0.75,LT,21388.5
1792,CASA BOHER GRAN CORTE 750ML,4,198228.79,49557.197,0.75,LT,66076.26266666666
1793,DV CATENA CHARDONNAY CHARDONNAY 750ML,6,89100.0,14850.0,0.75,LT,19800.0
1794,DV CATENA NATURE 750ML,6,154636.364,25772.727,0.75,LT,34363.636
1795,PORTILLO MALBEC ROSE 750ML,6,26148.096,4358.016,0.75,LT,5810.687999999999
1796,SALENTEIN RESERVE MERLOT 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1797,PORTILLO SAUVIGNON BLANC 750ML,6,26556.66,4426.11,0.75,LT,5901.48
1798,SALENTEIN RESERVE ROSE 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1800,SALENTEIN NUMINA CHARDONNAY 750ML,6,74641.5,12440.25,0.75,LT,16587.0
1801,SALENTEIN RESERVE CABERNET SAUVIGNON 750ML,6,53820.45,8970.075,0.75,LT,11960.1
1802,SALENTEIN ESPUMANTE BLANC DE BLANCS 750ML,6,64034.549,10672.425,0.75,LT,14229.9
1803,TRUMPETER SAUVIGNON BLANC 750ML,6,41917.5,6986.25,0.75,LT,9315.0
1804,RUTINI SAUVIGNON BLANC 750ML,6,81648.0,13608.0,0.75,LT,18144.0
1805,RUTINI CHARDONNAY 750ML,6,111415.5,18569.25,0.75,LT,24759.0
1808,ROSELL BOHER GRAND CUVEE 750ML,6,301909.41,50318.235,0.75,LT,67090.98
1809,RUTINI ROSE DE MALBEC 750ML,4,142884.0,35721.0,0.75,LT,47628.0
1810,TRUMPETER RESERVE PINOT NOIR 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1811,"RUTINI CAB. SAU. MALBEC BOTELLON  1,5 LTS",2,115724.7,57862.35,,,
1812,RUTINI MERLOT 750ML,6,89302.499,14883.75,0.75,LT,19845.0
1814,SAINT FELICIEN CABERNET SAUVIGNON 750ML,6,58540.91,9756.818,0.75,LT,13009.090666666665
1815,ALAMOS RESERVA PINOT NOIR 750ML,6,41604.546,6934.091,0.75,LT,9245.454666666667
1816,ALAMOS RESERVA MALBEC 750ML,6,44181.819,7363.637,0.75,LT,9818.182666666666
1817,ALAMOS RED BLEND 750ML,6,37922.726,6320.454,0.75,LT,8427.271999999999
1818,ALAMOS CABERNET SAUVIGNON 750ML,6,37922.726,6320.454,0.75,LT,8427.271999999999
1819,EL GRAN ENEMIGO AGRELO 750ML,6,268109.998,44685.0,0.75,LT,59580.0
1820,EL ENEMIGO BONARDA 750ML,6,120487.5,20081.25,0.75,LT,26775.0
1821,EL ENEMIGO CHARDONNAY 750ML,6,120487.5,20081.25,0.75,LT,26775.0
1822,KAIKEN MALBEC 750ML,6,119807.998,19968.0,0.75,LT,26624.0
1823,PORTILLO CHARDONNAY 750ML,6,26556.66,4426.11,0.75,LT,5901.48
1828,CASA BOHER BOX SET X4 BOT 750ML,2,106920.0,53460.0,0.75,LT,71280.0
1829,CASA BOHER GRAN CHARDONNAY 750ML,4,140498.226,35124.556,0.75,LT,46832.74133333333
1832,SAINT FELICIEN SAUVIGNON BLANC 750ML,6,58540.91,9756.818,0.75,LT,13009.090666666665
1833,ANGELICA ZAPATA CHARDONNAY 750ML,4,107190.0,26797.5,0.75,LT,35730.0
1835,EL GRAN ENEMIGO CEPILLO 750ML,6,268109.998,44685.0,0.75,LT,59580.0
1836,EL GRAN ENEMIGO GUALTALLARY 750ML,6,324404.999,54067.5,0.75,LT,72090.0
1837,RUTINI CABERNET SAUVIGNON MALBEC  3 LTS,1,122850.0,122850.0,,,
1838,TRUMPETER BRUT NATURE 750ML,6,58279.5,9713.25,0.75,LT,12951.0
1846,FAMILIA GASCON ROBLE MALBEC 750ML,6,33927.952,5654.659,0.75,LT,7539.545333333333
1849,FAMILIA GASCON CHARDONNAY 750ML,6,28681.366,4780.228,0.75,LT,6373.637333333333
1850,ESCORIHUELA GASCON MALBEC 750ML,6,45470.454,7578.409,0.75,LT,10104.545333333333
1851,ESCORIHUELA GASCON CAB.FRANC 750ML,6,45470.454,7578.409,0.75,LT,10104.545333333333
1853,NORTON LOTE SINGLE VINEYARD 750ML,3,197717.251,65905.75,0.75,LT,87874.33333333333
1854,KILLKA CHARDONNAY 750ML,6,35631.494,5938.582,0.75,LT,7918.109333333334
1855,KILLKA SAUVIGNON BLANC 750ML,6,35631.494,5938.582,0.75,LT,7918.109333333334
1857,SAINT FELICIEN CABERNET FRANC 750ML,6,58540.91,9756.818,0.75,LT,13009.090666666665
1866,LA MASCOTA MALBEC 750ML,6,61922.258,10320.376,0.75,LT,13760.501333333334
1867,LA MASCOTA CAB SAU 750ML,6,72691.347,12115.224,0.75,LT,16153.632
1872,RUTINI CABERNET FRANC 750ML,6,116964.0,19494.0,0.75,LT,25992.0
1873,ENCUENTRO MALBEC 750ML,6,62937.001,10489.5,0.75,LT,13986.0
1875,ESCORIHUELA GASCON MEG 750ML,4,146204.998,36551.25,0.75,LT,48735.0
1876,PERRIER JOUET GRAND BRUT 750ML,6,640451.755,106741.959,0.75,LT,142322.612
1878,LOS INTOCABLES MALBEC 750ML,6,52896.986,8816.164,0.75,LT,11754.885333333334
1879,RUTINI SAUVIGNON BLANC 375ML,12,117877.09,9823.091,0.375,LT,26194.909333333333
1880,SIESTA MALBEC BIODINAMICO 750ML,6,226800.041,37800.007,0.75,LT,50400.00933333333
1882,ALMA NEGRA BLANCO 750ML,6,145799.676,24299.946,0.75,LT,32399.928
1883,ALMA NEGRA BLANC DE BLANC 750ML,6,145799.676,24299.946,0.75,LT,32399.928
1884,ANIMAL MALBEC ORGANICO 750ML,6,74923.745,12487.291,0.75,LT,16649.72133333333
1886,SALENTEIN CORTE DE TINTAS 750ML,6,58927.5,9821.25,0.75,LT,13095.0
1887,RUTINI PINOT NOIR 750ML,6,170100.0,28350.0,0.75,LT,37800.0
1889,TRUMPETER RESERVE ROSE 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1891,ALMA NEGRA ESPUMANTE ROSE 750ML,6,162000.729,27000.122,0.75,LT,36000.16266666666
1892,ANIMAL CHARDONNAY ORGANICO 750ML,6,72493.097,12082.183,0.75,LT,16109.577333333335
1895,RUTINI EXTRA BRUT 750ML (ESTUCHE),6,179180.249,29863.375,0.75,LT,39817.833333333336
1896,RUTINI CABERNET MALBEC C/ESTUCHE 750ML,6,132848.101,22141.35,0.75,LT,29521.8
1898,ENCUENTRO BOXSET MADERA SURTIDO X3 750ML,2,114137.099,57068.55,0.75,LT,76091.40000000001
1899,SALENTEIN CORTE DE BLANCAS 750ML,6,58927.5,9821.25,0.75,LT,13095.0
1901,SALENTEIN RESERVE PINOT NOIR 750ML,6,56177.55,9362.925,0.75,LT,12483.9
1903,TRUMPETER RESERVE PETIT VERDOT 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1904,TRUMPETER RESERVE BONARDA 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1905,TRUMPETER RESERVE DOUX 750ML,6,55728.0,9288.0,0.75,LT,12384.0
1907,RUTINI GUALTALLARY SURTIDO ESTUCHE X3 BOT 750ML,2,277693.651,138846.825,0.75,LT,185129.1
1916,EL GRAN ENEMIGO CHACAYES 750ML,6,268109.998,44685.0,0.75,LT,59580.0
1921,SALENTEIN PRIMUS CABERNET SAUVIGNON 750ML,6,292673.249,48778.875,0.75,LT,65038.5
1922,PORTILLO DULCE NATURAL 750ML,6,26924.368,4487.395,0.75,LT,5983.193333333334
1926,TRUMPETER MALBEC SYRAH 750ML,6,41917.5,6986.25,0.75,LT,9315.0
1929,TIKAL AMORIO 750ML,6,174149.069,29024.845,0.75,LT,38699.793333333335
1931,DV CATENA PINOT PINOT 750ML,6,89100.0,14850.0,0.75,LT,19800.0
1932,KILLKA MALBEC BLANCO 750ML,6,35631.494,5938.582,0.75,LT,7918.109333333334
1934,SAINT FELICIEN BONARDA 750ML,4,65536.02,16384.005,0.75,LT,21845.34
1937,LA CELIA RESERVA MALBEC 750ML,6,41772.859,6962.143,0.75,LT,9282.857333333333
1938,SAENZ BRIO 1888 750ML,6,42282.0,7047.0,0.75,LT,9396.0
1939,LA CELIA RESERVA ROSE 750ML,6,41772.859,6962.143,0.75,LT,9282.857333333333
1943,CASA BOHER VIOGNER ALTO AGRELO 750ML,6,82619.98,13769.997,0.75,LT,18359.996
1944,CASA BOHER ROSE 750ML,6,60749.865,10124.978,0.75,LT,13499.970666666666
1947,CAFAYATE TERROIR ALTURA TORRONTES 750ML,6,55693.986,9282.331,0.75,LT,12376.441333333334
1948,CAFAYATE TERROIR ALTURA MALBEC 750ML,6,55693.986,9282.331,0.75,LT,12376.441333333334
1949,CAFAYATE TERROIR ALTURA CABERNET SAUVIGNON 750ML,6,55696.633,9282.772,0.75,LT,12377.029333333334
1952,CAFAYATE SYRAH 750ML,6,24477.998,4079.666,0.75,LT,5439.554666666667
1953,MUMM LEGER SPRITZ LATA 269ML,24,56855.428,2368.976,0.269,LT,8806.602230483271
1954,MUMM CUVEE EXTRA BRUT LATA 269ML,24,56855.428,2368.976,0.269,LT,8806.602230483271
1955,MUMM CUVEE DEMI SEC 750ML,6,51309.835,8551.639,0.75,LT,11402.185333333333
1956,GH MUMM GRAND CORDON ROSE 750ML,6,508381.712,84730.285,0.75,LT,112973.71333333333
1957,MUMM LEGER SPRITZ 750ML,6,51309.694,8551.616,0.75,LT,11402.154666666667
1958,CALLIA MALBEC 750ML,6,22307.594,3717.932,0.75,LT,4957.242666666666
1959,CALLIA CHARDONNAY 750ML,6,22879.584,3813.264,0.75,LT,5084.352
1960,PORTILLO CABERNET SAUVIGNON 750ML,6,26148.096,4358.016,0.75,LT,5810.687999999999
1963,SALENTEIN DOUX 750ML,6,60106.051,10017.675,0.75,LT,13356.9
1964,LOS ARBOLES SELECT MALBEC 750ML,6,28562.938,4760.49,0.75,LT,6347.32
1965,BARON B EXTRA BRUT 750ML,6,204498.003,34083.0,0.75,LT,45444.0
1966,CATENA ZAPATA MALBEC ARGENTINO 750ML,4,350460.0,87615.0,0.75,LT,116820.0
1970,EL PROFETA ED. EL TATOT 750ML,6,54618.3,9103.05,0.75,LT,12137.4
1971,DEMENCIAL MALBEC 750ML,6,71303.863,11883.977,0.75,LT,15845.302666666668
1974,TRES PLUMAS DURAZNO 700ML,6,32170.997,5361.833,0.7,LT,7659.761428571429
1979,FINCA LOS NOBLES MAL S.VINEYARD 750ML,4,230850.0,57712.5,0.75,LT,76950.0
1980,FINCA LOS NOBLES CHARDONNAY 750ML,4,230850.0,57712.5,0.75,LT,76950.0
1981,FINCA LOS NOBLES MAL VERDOT 750ML,4,230850.0,57712.5,0.75,LT,76950.0
1983,LUIGI BOSCA DE SANGRE WHITE BLEND 750ML,6,98820.001,16470.0,0.75,LT,21960.0
1985,LUIGI BOSCA DE SANGRE MALBEC VALLE 750ML,6,98820.001,16470.0,0.75,LT,21960.0
1986,LUIGI BOSCA DE SANGRE MALBEC D.O.C 750ML,6,128304.0,21384.0,0.75,LT,28512.0
1987,LUIGI BOSCA DE SANGRE CAB FRANC 750ML,6,126360.0,21060.0,0.75,LT,28080.0
1989,LUIGI BOSCA SAUVIGNON BLANC 750ML,6,80028.001,13338.0,0.75,LT,17784.0
1990,LUIGI BOSCA CHARDONNAY 750ML,6,80028.001,13338.0,0.75,LT,17784.0
